1989 TX11
1994 CS8
1995 SM55
1996 RR20
1997 RT5
1998 BU48
1998 SN165
1998 WA25
1999 DE9
1999 KR16
1999 OE4
1999 OM4
1999 OX3
1999 OZ3
1999 RA216
1999 RB216
1999 RG215
1999 RK215
1999 RN215
2000 OL67
2000 PC30
2000 PY29
2000 QB243
2000 QD226
2000 QE42
2000 QJ12
2000 QL63
2000 QV49
2000 RW82
2000 SS161
2000 ST317
2000 SZ135
2000 TG64
2000 TY40
2000 YW134
2001 DZ3
2001 KA77
2001 QF298
2001 QF331
2001 QG298
2001 QH298
2001 QO297
2001 QP297
2001 QQ297
2001 QQ322
2001 QS322
2001 QU277
2001 QW322 (system barycenter)
2001 RH142
2001 RP132
2001 SY345
2001 UR163
2001 UY124
2001 XR254
2002 GG166
2002 GZ32
2002 KX14
2002 PA149
2002 PD149
2002 PD155
2002 PG150
2002 PK149
2002 PQ145
2002 TC302
2002 TX300
2002 UX25
2002 VD131
2002 VE95
2002 WC19
2002 XV93
2002 XW93
2003 FE128
2003 FF128
2003 FY128
2003 OP32
2003 QB91
2003 QQ91
2003 QT91
2003 QV90
2003 QW90
2003 QX111
2003 QX113
2003 QY111
2003 QZ111
2003 SP317
2003 SQ317
2003 SR317
2003 UJ292
2003 UN284 (system barycenter)
2003 UY117
2003 UZ413
2003 VS2
2004 DA62
2004 EW95
2004 GV9
2004 NT33
2004 PB112
2004 PF115
2004 PG115
2004 PY117
2004 SC60
2004 TY364
2004 UX10
2004 VN112
2004 VZ75
2004 XA192
2004 XR190
2005 AS2
2005 CB79
2005 EO304
2005 LB54
2005 PE23
2005 PP21
2005 PQ21
2005 PU21
2005 QU182
2005 RM43
2005 RN43
2005 RO43
2005 RR43
2005 SA278
2005 SE278
2005 TB190
2005 TV189
2005 UQ513
2006 HW122
2006 QC181
2006 QD181
2006 QF181
2006 QH181
2006 QQ180
2006 QZ180
2006 UO321
2007 JF45
2007 JH43
2007 JJ43
2007 JK43
2007 RW10
2007 TD418
2007 TZ417
2007 UK126
2007 UM126
2007 VL305
2007 XV50
2008 AP129
2008 AU138
2008 OG19
2008 SO266
2008 ST291
2008 UA332
2009 JE19
2009 YE7
2010 EL139
2010 FB49
2010 FX86
2010 JC80
2010 JH124
2010 JO179
2010 OO127
2010 RD188
2010 RE188
2010 RE64
2010 RF188
2010 RF43
2010 RF64
2010 RO64
2010 TJ
2010 TY53
2010 VX11
2010 XE91
2011 FX62
2011 JX31
2011 KT19
2011 OF45
2011 ON45
2011 SO277
2011 WG157
2012 HX87
2012 PD26
2012 TC324
2012 TD324
2012 VB116
2012 VP113
2012 VR113
2012 VS113
2012 VU113
2012 VV113
2012 WD36
2012 YF12
2012 YO9
2013 AT183
2013 FY27
2013 FZ27
2013 JQ64
2013 KZ18
2013 LU28
2013 NL24
2013 PQ37
2013 QO95
2013 QP95
2013 RB98
2013 RD98
2013 RF98
2013 RG98
2013 RM98
2013 RN30
2013 RO98
2013 RP98
2013 RQ98
2013 RR98
2013 SA100
2013 SE99
2013 SP99
2013 SQ99
